source_concept_id,concept_code,cohort_name,concept_id,cohort_name_1,icd_description,points
45600791,G45,Transient cerebral ischaemic attacks and related syndromes,4338523,cohort_97,"Transient cerebral ischaemic attacks and
related syndromes",1.2
45601123,J18,"Pneumonia, organism unspecified",255848,cohort_76,"Pneumonia, organism unspecified",1.1
45601159,K26,Duodenal ulcer,4027729,cohort_23,Duodenal ulcer,1.6
45601160,K26,Duodenal ulcer,4289830,cohort_23,Duodenal ulcer,1.6
45601442,M41,Scoliosis,4067872,cohort_85,Scoliosis,0.9
45605146,Z75,Problems related to medical facilities and other health care,4145781,cohort_81,"Problems related to medical facilities and
other health care",2
45605173,Z91,"Personal history of risk-factors, not elsewhere classified",1340204,cohort_75,"Personal history of risk-factors, not elsewhere
classified",0.5
45605186,A04,Other bacterial intestinal infections,193402,cohort_50,Other bacterial intestinal infections,1.1
45605202,A41,Other sepsis,40487059,cohort_66,Other septicaemia,1.6
45605443,F01,Vascular dementia,379778,cohort_106,Vascular dementia,2
45605715,H54,Visual impairment including blindness (binocular or monocular),4023310,cohort_107,Blindness and low vision,1.9
45605808,I63,Cerebral infarction,443454,cohort_12,Cerebral Infarction,0.8
45605810,I63,Cerebral infarction,443454,cohort_12,Cerebral Infarction,0.8
45605883,J18,"Pneumonia, organism unspecified",255848,cohort_76,"Pneumonia, organism unspecified",1.1
45605926,K26,Duodenal ulcer,4138962,cohort_23,Duodenal ulcer,1.6
45755415,H54,Visual impairment including blindness (binocular or monocular),45757571,cohort_107,Blindness and low vision,1.9
710667,R00,Abnormalities of heart beat,4145848,cohort_3,Abnormalities of heart beat,0.7
710699,Z22,Carrier of infectious disease,4003404,cohort_10,Carrier of infectious disease,1.7
1529218,J96,"Respiratory failure, not elsewhere classified",46271075,cohort_83,"Respiratory failure, not elsewhere classified",1.5
1529219,J96,"Respiratory failure, not elsewhere classified",46273719,cohort_83,"Respiratory failure, not elsewhere classified",1.5
1529220,J96,"Respiratory failure, not elsewhere classified",319049,cohort_83,"Respiratory failure, not elsewhere classified",1.5
1529221,J96,"Respiratory failure, not elsewhere classified",4177862,cohort_83,"Respiratory failure, not elsewhere classified",1.5
1529222,J96,"Respiratory failure, not elsewhere classified",4140438,cohort_83,"Respiratory failure, not elsewhere classified",1.5
1529223,J96,"Respiratory failure, not elsewhere classified",314971,cohort_83,"Respiratory failure, not elsewhere classified",1.5
1529224,J96,"Respiratory failure, not elsewhere classified",37395564,cohort_83,"Respiratory failure, not elsewhere classified",1.5
1529225,J96,"Respiratory failure, not elsewhere classified",46271074,cohort_83,"Respiratory failure, not elsewhere classified",1.5
1529226,J96,"Respiratory failure, not elsewhere classified",4256228,cohort_83,"Respiratory failure, not elsewhere classified",1.5
1529272,S72,Fracture of femur,434500,cohort_31,Fracture of femur,1.4
1529328,S72,Fracture of femur,436248,cohort_31,Fracture of femur,1.4
42617036,M19,Other arthrosis,73840,cohort_49,Other arthrosis,1.5
42617037,M19,Other arthrosis,4197477,cohort_49,Other arthrosis,1.5
42617038,M19,Other arthrosis,4197476,cohort_49,Other arthrosis,1.5
42617039,M19,Other arthrosis,75036,cohort_49,Other arthrosis,1.5
42617040,M19,Other arthrosis,444206,cohort_49,Other arthrosis,1.5
42617041,M19,Other arthrosis,72986,cohort_49,Other arthrosis,1.5
42617041,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42617042,M19,Other arthrosis,78505,cohort_49,Other arthrosis,1.5
42617043,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42617044,M19,Other arthrosis,72993,cohort_49,Other arthrosis,1.5
42617045,M19,Other arthrosis,75897,cohort_49,Other arthrosis,1.5
42617045,M19,Other arthrosis,44783205,cohort_49,Other arthrosis,1.5
42617046,M19,Other arthrosis,40484571,cohort_49,Other arthrosis,1.5
42617046,M19,Other arthrosis,44783205,cohort_49,Other arthrosis,1.5
42617047,M19,Other arthrosis,76191,cohort_49,Other arthrosis,1.5
42617047,M19,Other arthrosis,44783205,cohort_49,Other arthrosis,1.5
42617048,M19,Other arthrosis,136779,cohort_49,Other arthrosis,1.5
42617048,M19,Other arthrosis,44783205,cohort_49,Other arthrosis,1.5
42617049,M19,Other arthrosis,44783205,cohort_49,Other arthrosis,1.5
42617049,M19,Other arthrosis,79904,cohort_49,Other arthrosis,1.5
42617050,M19,Other arthrosis,44783205,cohort_49,Other arthrosis,1.5
42617050,M19,Other arthrosis,444206,cohort_49,Other arthrosis,1.5
42617051,M19,Other arthrosis,72986,cohort_49,Other arthrosis,1.5
42617051,M19,Other arthrosis,44783205,cohort_49,Other arthrosis,1.5
42617052,M19,Other arthrosis,44783205,cohort_49,Other arthrosis,1.5
42617052,M19,Other arthrosis,40482662,cohort_49,Other arthrosis,1.5
42617053,M19,Other arthrosis,44783205,cohort_49,Other arthrosis,1.5
42617054,M19,Other arthrosis,44783205,cohort_49,Other arthrosis,1.5
42617055,M19,Other arthrosis,4116450,cohort_49,Other arthrosis,1.5
42617056,M19,Other arthrosis,76191,cohort_49,Other arthrosis,1.5
42617056,M19,Other arthrosis,80494,cohort_49,Other arthrosis,1.5
42617057,M19,Other arthrosis,80494,cohort_49,Other arthrosis,1.5
42617057,M19,Other arthrosis,136779,cohort_49,Other arthrosis,1.5
42617058,M19,Other arthrosis,79904,cohort_49,Other arthrosis,1.5
42617059,M19,Other arthrosis,80494,cohort_49,Other arthrosis,1.5
42617059,M19,Other arthrosis,444206,cohort_49,Other arthrosis,1.5
42617060,M19,Other arthrosis,72986,cohort_49,Other arthrosis,1.5
42617060,M19,Other arthrosis,80494,cohort_49,Other arthrosis,1.5
42617061,M19,Other arthrosis,80494,cohort_49,Other arthrosis,1.5
42617061,M19,Other arthrosis,40482662,cohort_49,Other arthrosis,1.5
42617062,M19,Other arthrosis,80494,cohort_49,Other arthrosis,1.5
42617063,M19,Other arthrosis,40481943,cohort_49,Other arthrosis,1.5
42617064,M19,Other arthrosis,75897,cohort_49,Other arthrosis,1.5
42617065,M19,Other arthrosis,40484571,cohort_49,Other arthrosis,1.5
42617066,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42617066,M19,Other arthrosis,4042503,cohort_49,Other arthrosis,1.5
42617067,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42617067,M19,Other arthrosis,4042503,cohort_49,Other arthrosis,1.5
42617068,M19,Other arthrosis,443582,cohort_49,Other arthrosis,1.5
42617069,M19,Other arthrosis,444206,cohort_49,Other arthrosis,1.5
42617070,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42617070,M19,Other arthrosis,193460,cohort_49,Other arthrosis,1.5
42617071,M19,Other arthrosis,40482662,cohort_49,Other arthrosis,1.5
42617072,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42617073,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42617074,M19,Other arthrosis,75897,cohort_49,Other arthrosis,1.5
42617075,M19,Other arthrosis,40484571,cohort_49,Other arthrosis,1.5
42617076,M19,Other arthrosis,4042503,cohort_49,Other arthrosis,1.5
42617076,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42617077,M19,Other arthrosis,4042503,cohort_49,Other arthrosis,1.5
42617077,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42617078,M19,Other arthrosis,444206,cohort_49,Other arthrosis,1.5
42617079,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42617079,M19,Other arthrosis,193460,cohort_49,Other arthrosis,1.5
42617080,M19,Other arthrosis,40482662,cohort_49,Other arthrosis,1.5
42617081,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42617082,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
42618431,M79,"Other soft tissue disorders, not elsewhere classified",138845,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618432,M79,"Other soft tissue disorders, not elsewhere classified",138845,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618432,M79,"Other soft tissue disorders, not elsewhere classified",77630,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618433,M79,"Other soft tissue disorders, not elsewhere classified",138845,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618433,M79,"Other soft tissue disorders, not elsewhere classified",76191,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618435,M79,"Other soft tissue disorders, not elsewhere classified",4002820,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618436,M79,"Other soft tissue disorders, not elsewhere classified",138845,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618437,M79,"Other soft tissue disorders, not elsewhere classified",138845,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618437,M79,"Other soft tissue disorders, not elsewhere classified",72986,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618438,M79,"Other soft tissue disorders, not elsewhere classified",44782620,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618438,M79,"Other soft tissue disorders, not elsewhere classified",138845,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618439,M79,"Other soft tissue disorders, not elsewhere classified",138845,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618440,M79,"Other soft tissue disorders, not elsewhere classified",138845,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618441,M79,"Other soft tissue disorders, not elsewhere classified",37167234,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618442,M79,"Other soft tissue disorders, not elsewhere classified",37167227,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618443,M79,"Other soft tissue disorders, not elsewhere classified",37167237,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618444,M79,"Other soft tissue disorders, not elsewhere classified",37167229,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618446,M79,"Other soft tissue disorders, not elsewhere classified",37167244,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618447,M79,"Other soft tissue disorders, not elsewhere classified",37167238,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618448,M79,"Other soft tissue disorders, not elsewhere classified",37167242,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618449,M79,"Other soft tissue disorders, not elsewhere classified",442752,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618450,M79,"Other soft tissue disorders, not elsewhere classified",442752,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618452,M79,"Other soft tissue disorders, not elsewhere classified",77630,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618452,M79,"Other soft tissue disorders, not elsewhere classified",373852,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618453,M79,"Other soft tissue disorders, not elsewhere classified",373852,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618453,M79,"Other soft tissue disorders, not elsewhere classified",76191,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618454,M79,"Other soft tissue disorders, not elsewhere classified",4117779,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618454,M79,"Other soft tissue disorders, not elsewhere classified",136779,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618457,M79,"Other soft tissue disorders, not elsewhere classified",373852,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618457,M79,"Other soft tissue disorders, not elsewhere classified",72986,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618458,M79,"Other soft tissue disorders, not elsewhere classified",44782620,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618458,M79,"Other soft tissue disorders, not elsewhere classified",373852,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618459,M79,"Other soft tissue disorders, not elsewhere classified",373852,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618460,M79,"Other soft tissue disorders, not elsewhere classified",373852,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618462,M79,"Other soft tissue disorders, not elsewhere classified",77630,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618462,M79,"Other soft tissue disorders, not elsewhere classified",432719,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618463,M79,"Other soft tissue disorders, not elsewhere classified",76191,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618463,M79,"Other soft tissue disorders, not elsewhere classified",432719,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618465,M79,"Other soft tissue disorders, not elsewhere classified",77635,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618465,M79,"Other soft tissue disorders, not elsewhere classified",432719,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618466,M79,"Other soft tissue disorders, not elsewhere classified",432719,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618467,M79,"Other soft tissue disorders, not elsewhere classified",432719,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618467,M79,"Other soft tissue disorders, not elsewhere classified",72986,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618468,M79,"Other soft tissue disorders, not elsewhere classified",432719,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618468,M79,"Other soft tissue disorders, not elsewhere classified",44782620,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618469,M79,"Other soft tissue disorders, not elsewhere classified",432719,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618470,M79,"Other soft tissue disorders, not elsewhere classified",432719,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618471,M79,"Other soft tissue disorders, not elsewhere classified",37168870,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618472,M79,"Other soft tissue disorders, not elsewhere classified",378523,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618472,M79,"Other soft tissue disorders, not elsewhere classified",77630,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618475,M79,"Other soft tissue disorders, not elsewhere classified",77635,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618475,M79,"Other soft tissue disorders, not elsewhere classified",378523,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618476,M79,"Other soft tissue disorders, not elsewhere classified",378523,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618479,M79,"Other soft tissue disorders, not elsewhere classified",378523,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618481,M79,"Other soft tissue disorders, not elsewhere classified",138525,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618482,M79,"Other soft tissue disorders, not elsewhere classified",4166666,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618483,M79,"Other soft tissue disorders, not elsewhere classified",36674979,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618484,M79,"Other soft tissue disorders, not elsewhere classified",40481180,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618485,M79,"Other soft tissue disorders, not elsewhere classified",4009890,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618486,M79,"Other soft tissue disorders, not elsewhere classified",4302739,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
